ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;tranche_d_entrees;proprietaire;programmateur;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;population_de_la_commune_2015;unite_urbaine_2010;population_unite_urbaine_2015;semaines_d_activite_2020;seances_2020;entrees_2020;entrees_2019;evolution_entrees_2020_2019;art_et_essai;nombre_de_films_programmes_2020;nombre_de_films_inedits_2020;nombre_de_films_en_semaine_1_2020;pdm_en_entrees_des_films_francais_2020;pdm_en_entrees_des_films_americains_2020;pdm_en_entrees_des_films_europeens_2020;pdm_en_entrees_des_autres_films_2020;films_art_et_essai_2020;part_des_seances_de_films_art_et_essai_2020;pdm_en_entrees_des_films_art_et_essai_2020;geo
299572.0;91;CINEMA JACQUES TATI;ILE-DE-FRANCE;14 AVENUE SAINT LAURENT;91471;Orsay;03-Petite couronne;3;339;De 20 à 30 000 entrées;ASSOCIATION MJC MAISON DES JEUNES ET DE LA CULTURE D' ORSAY;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;C;RDJPPR;FIXE;NON;16530.0;Paris;10706072.0;31.0;2007.0;24630.0;53620.0;-54.0656471466;OUI;181.0;106.0;33.0;78.4202301463;14.4338684472;4.97229720131;2.17360420514;129.0;44.9253731343;38.0451768717;48.698781,2.189727
301781.0;77;LE PIERRE BRASSEUR;ILE-DE-FRANCE;103 AV DU GENERAL DE GAULLE;77350;Ozoir-la-Ferrière;03-Petite couronne;1;171;De 2 à 5 000 entrées;ASSOCIATION CINEMA VIDEO PIERRE BRASSEUR;;NON;;FIXE;NON;20137.0;Paris;10706072.0;30.0;257.0;4589.0;11714.0;-60.8246542599;NON;68.0;53.0;0.0;59.7367226509;33.9718565592;4.0490240581;2.24239673173;21.0;19.878296146;21.1438946891;48.762604,2.664715
302485.0;91;CINEPAL;ILE-DE-FRANCE;AVENUE DU 8 MAI 1945;91477;Palaiseau;03-Petite couronne;4;545;De 50 à 80 000 entrées;NORD OUEST EXPLOITATION CINEMAS IDF;SARL NORD OUEST EXPLOITATION CINEMA;C;RDJPPR;FIXE;NON;33114.0;Paris;10706072.0;31.0;3004.0;53858.0;179095.0;-69.927692007;OUI;147.0;84.0;45.0;33.8875305623;29.4376528117;28.5574572127;8.1173594132;83.0;45.1612903226;54.3765281174;48.71031,2.243459
303281.0;93;CINE 104;ILE-DE-FRANCE;104 AV JEAN LOLIVE;93055;Pantin;02-Grande Couronne;3;457;De 30 à 40 000 entrées;VILLE DE PANTIN;;C;RDJPPR;FIXE;NON;55180.0;Paris;10706072.0;29.0;1565.0;35802.0;88654.0;-59.6160353735;OUI;151.0;89.0;32.0;67.7561608301;14.1763942931;7.67833981842;10.3891050584;122.0;76.7816091954;82.7626459144;48.89218,2.408907
303445.0;91;SALLE DES FETES;ILE-DE-FRANCE;1, RUE ALSACE-LORRAINE;91479;Paray-Vieille-Poste;03-Petite couronne;1;314;De 2 à 5 000 entrées;VILLE DE PARAY VIEILLE POSTE;;NON;;FIXE;NON;7437.0;Paris;10706072.0;26.0;65.0;2420.0;7463.0;-67.5733619188;NON;50.0;40.0;0.0;65.2195121951;17.9268292683;10.6097560976;6.24390243902;18.0;60.206185567;64.4634146341;48.712693,2.363281
305402.0;93;ESPACE DES ARTS;ILE-DE-FRANCE;PLACE CHARLES DE GAULLE;93057;Les Pavillons-sous-Bois;02-Grande Couronne;1;329;De 10 à 20 000 entrées;ESPACE DES ARTS;SARL GPCI;C;JP;FIXE;NON;23356.0;Paris;10706072.0;30.0;665.0;19221.0;51332.0;-62.5555209226;OUI;131.0;104.0;2.0;66.0460713159;18.1760807826;4.16535184601;11.6124960555;66.0;33.8235294118;33.3228147681;48.903037,2.507379
307692.0;94;CENTRE DES BORDS DE MARNE;ILE-DE-FRANCE;2 RUE DE LA PRAIRIE;94058;Le Perreux-sur-Marne;02-Grande Couronne;1;198;De 10 à 20 000 entrées;CENTRE DES BORDS DE MARNE;SARL GPCI;C;;FIXE;NON;33970.0;Paris;10706072.0;25.0;546.0;17904.0;51048.0;-64.9271274095;OUI;115.0;75.0;16.0;47.4472168906;42.3800383877;10.1727447217;0.0;58.0;23.0769230769;31.5930902111;48.84694,2.509968
314413.0;92;CINEMA GERARD PHILIPE;ILE-DE-FRANCE;1 PLACE JANE RHODES;92060;Le Plessis-Robinson;02-Grande Couronne;2;400;De 10 à 20 000 entrées;VILLE DU PLESSIS ROBINSON;;C;JP;FIXE;NON;28974.0;Paris;10706072.0;29.0;1192.0;19555.0;64044.0;-69.4663044157;OUI;114.0;78.0;16.0;54.2244310751;20.9364373529;20.0209259744;4.8182055977;47.0;59.4632768362;58.0957363327;48.777607,2.254424
314451.0;94;ESPACE PAUL VALERY;ILE-DE-FRANCE;72 ET 74 AVENUE ARDOUIN;94059;Le Plessis-Trévise;02-Grande Couronne;1;340;De 2 à 5 000 entrées;RENCONTRES ANIMATIONS PLESSEENNES;;NON;;FIXE;NON;20102.0;Paris;10706072.0;30.0;197.0;2949.0;9637.0;-69.3991906195;NON;36.0;28.0;0.0;64.521654025;20.65084414;11.6956202594;3.13188157573;12.0;46.7741935484;52.385612919;48.80535,2.578145
317291.0;78;C 2 L;ILE-DE-FRANCE;18 RUE CHARLES DE GAULLE;78498;Poissy;03-Petite couronne;5;983;De 40 à 50 000 entrées;SOCIETE DES CINEMAS DE POISSY;UGC DIFFUSION;NON;;FIXE;NON;37093.0;Paris;10706072.0;30.0;5065.0;43459.0;176277.0;-75.3461881017;NON;81.0;70.0;60.0;57.2743179314;17.5426090338;15.105955544;10.0771174908;17.0;64.8351648352;71.8488756399;48.92287,2.029616
318801.0;77;APOLLO;ILE-DE-FRANCE;62 AVENUE DE LA REPUBLIQUE;77373;Pontault-Combault;03-Petite couronne;2;295;De 10 à 20 000 entrées;ASSOCIATION APOLLO;;C;JP;FIXE;NON;38370.0;Paris;10706072.0;31.0;1360.0;17415.0;51058.0;-65.8917309726;OUI;143.0;113.0;10.0;43.2371531024;47.1069191165;6.23962272049;3.41630506062;66.0;19.5129740519;14.5009836615;48.803412,2.611316
320532.0;95;ROYAL UTOPIA;ILE-DE-FRANCE;14 RUE ALEXANDRE PRACHAY;95500;Pontoise;03-Petite couronne;1;272;De 5 à 10 000 entrées;ASSOCIATION CINEMAS DES DEUX RIVES;;C;;FIXE;NON;30487.0;Paris;10706072.0;14.0;173.0;7476.0;28738.0;-73.9856635813;OUI;56.0;36.0;22.0;52.5739764897;27.8070531009;8.59343331982;11.0255370896;44.0;33.8028169014;33.6846372112;49.049188,2.099047
326550.0;77;LE REXY;ILE-DE-FRANCE;QUARTIER DELORT;77379;Provins;03-Petite couronne;4;570;De 20 à 30 000 entrées;APP;UGC DIFFUSION;NON;;FIXE;NON;11683.0;Provins;12905.0;30.0;3804.0;26986.0;101279.0;-73.3547922077;NON;100.0;79.0;41.0;45.1574569222;35.5912061794;6.35769459299;12.8936423054;45.0;27.7108433735;28.4610814023;48.559158,3.304398
327945.0;92;UGC CINE CITE LA DEFENSE;ILE-DE-FRANCE;LE DOME;92062;Puteaux;02-Grande Couronne;16;3642;De 300 à 450 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;;FIXE;OUI;45146.0;Paris;10706072.0;31.0;14968.0;440235.0;1494797.0;-70.548843756;NON;322.0;161.0;144.0;50.7845532275;10.7488490087;27.2479564033;11.2186413605;143.0;81.8278427205;85.2861035422;48.876233,2.242749
327961.0;92;LE CENTRAL;ILE-DE-FRANCE;134 RUE DE LA REPUBLIQUE;92062;Puteaux;02-Grande Couronne;2;480;De 10 à 20 000 entrées;COMMUNE DE PUTEAUX;UGC DIFFUSION;NON;;FIXE;NON;45146.0;Paris;10706072.0;27.0;1464.0;16930.0;54771.0;-69.08948166;NON;70.0;44.0;16.0;48.995124463;43.4308977103;5.51917228507;2.0548055417;29.0;15.5272134065;11.7415160828;48.885137,2.239127
338332.0;91;CINOCHE;ILE-DE-FRANCE;ALLEE JEAN WIENER;91521;Ris-Orangis;03-Petite couronne;3;706;De 20 à 30 000 entrées;ASSOCIATION GESTION SALLE ROBERT DESNOS;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;C;RDJPPR;FIXE;NON;27797.0;Paris;10706072.0;31.0;2122.0;25641.0;71146.0;-63.9600258623;OUI;156.0;99.0;40.0;64.5563549161;24.4604316547;4.1726618705;6.81055155875;106.0;41.5584415584;30.5995203837;48.65291,2.418053
338335.0;91;CINOCHE 4;ILE-DE-FRANCE;AVENUE DE LA LIBERATION;91521;Ris-Orangis;03-Petite couronne;1;291;De 5 à 10 000 entrées;ASSOCIATION GESTION SALLE ROBERT DESNOS;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;NON;;FIXE;NON;27797.0;Paris;10706072.0;31.0;712.0;7048.0;22093.0;-68.0984927353;NON;80.0;56.0;17.0;38.4989339019;56.1961620469;5.17270788913;0.132196162047;50.0;12.7992633517;8.44349680171;48.651395,2.414242
341321.0;77;LA GRANGE;ILE-DE-FRANCE;FERME DE L'AYAU;77390;Roissy-en-Brie;03-Petite couronne;1;192;De 5 à 10 000 entrées;COMMUNE DE ROISSY EN BRIE;SARL GPCI;NON;;FIXE;NON;23048.0;Paris;10706072.0;30.0;373.0;5353.0;16013.0;-66.5709111347;NON;87.0;68.0;1.0;55.3797737518;32.3892149358;8.89682742196;3.33418389045;23.0;36.7816091954;36.0125882453;48.793178,2.648662
341652.0;93;LE TRIANON;ILE-DE-FRANCE;PL CARNOT ET 1 RUE ETIENNE DOLET;93063;Romainville;02-Grande Couronne;1;436;De 20 à 30 000 entrées;ASSOCIATION COMITE GESTION CINEMA TRIANON;;C;RDJPPR;FIXE;NON;26031.0;Paris;10706072.0;30.0;746.0;25803.0;65698.0;-60.7248318061;OUI;152.0;95.0;9.0;61.5015591269;25.3657951547;10.1583113456;2.97433437275;108.0;43.1686046512;42.5761573519;48.883869,2.44086
343750.0;93;UGC CINE CITE ROSNY;ILE-DE-FRANCE;16 RUE CONRAD ADENAUER;93064;Rosny-sous-Bois;02-Grande Couronne;15;3324;De 300 à 450 000 entrées;UGC CINE CITE ILE DE FRANCE;UGC DIFFUSION;NON;;FIXE;OUI;44728.0;Paris;10706072.0;31.0;13655.0;341565.0;1170575.0;-70.8207504859;NON;224.0;119.0;119.0;74.1799578694;16.0999097201;6.13903099609;3.58110141438;85.0;37.3015873016;32.7414986458;48.880702,2.480345
343762.0;93;ESPACE GEORGES SIMENON;ILE-DE-FRANCE;PLACE CARNOT;93064;Rosny-sous-Bois;02-Grande Couronne;1;229;De 5 à 10 000 entrées;COMMUNE DE ROSNY SOUS BOIS;;C;;FIXE;NON;44728.0;Paris;10706072.0;22.0;192.0;6360.0;14574.0;-56.3606422396;OUI;87.0;52.0;2.0;61.2021499738;30.4077084426;5.72889355008;2.66124803356;62.0;24.6555819477;20.6410592554;48.873327,2.482728
347162.0;92;ARIEL;ILE-DE-FRANCE;99 AVENUE PAUL DOUMER;92063;Rueil-Malmaison;02-Grande Couronne;3;689;De 40 à 50 000 entrées;CINE RUEIL;UGC DIFFUSION;C;;FIXE;NON;78794.0;Paris;10706072.0;28.0;2113.0;41642.0;122157.0;-65.9110816408;OUI;76.0;57.0;34.0;53.907452685;35.5157113103;5.69591596486;4.88092003984;36.0;26.0057471264;28.3346916599;48.879844,2.180852
347175.0;92;ARIEL HAUTS DE RUEIL;ILE-DE-FRANCE;59 AVENUE DE FOUILLEUSE;92063;Rueil-Malmaison;02-Grande Couronne;3;688;De 40 à 50 000 entrées;SOCIETE D'ECONOMIE MIXTE THEATRE ANDRE MALRAUX;UGC DIFFUSION;NON;;FIXE;NON;78794.0;Paris;10706072.0;30.0;2207.0;40489.0;149097.0;-72.8438533304;NON;66.0;52.0;33.0;42.60645094;50.6323172799;5.65043936273;1.11079241741;22.0;18.9470038102;8.8472269302;48.862565,2.194794
353531.0;78;C2L CIN'HOCHE;ILE-DE-FRANCE;6 RUE HOCHE;78586;Sartrouville;03-Petite couronne;5;436;De 40 à 50 000 entrées;SERTEC;UGC DIFFUSION;NON;;FIXE;NON;52538.0;Paris;10706072.0;31.0;4006.0;43158.0;156023.0;-72.3386936541;NON;118.0;62.0;53.0;69.024825572;15.5443777381;12.477689437;2.95310725296;37.0;57.1022727273;56.8554275515;48.937892,2.159419
356431.0;77;ESPACE PREVERT;ILE-DE-FRANCE;QUARTIER DU PLESSIS LE ROI;77445;Savigny-le-Temple;03-Petite couronne;1;390;De 5 à 10 000 entrées;ESPACE PREVERT ANIMATION;SARL GPCI;C;;FIXE;NON;30260.0;Paris;10706072.0;31.0;467.0;7625.0;21594.0;-64.6892655367;OUI;107.0;75.0;2.0;40.5494054941;56.2115621156;1.18901189012;2.05002050021;50.0;16.2037037037;19.0651906519;48.57649,2.579118
356871.0;92;TRIANON;ILE-DE-FRANCE;3 BIS RUE MARGUERITE RENAUDIN;92071;Sceaux;02-Grande Couronne;1;270;De 20 à 30 000 entrées;LES GEMEAUX SCENE NATIONALE;;C;RDJPPR;FIXE;NON;19355.0;Paris;10706072.0;31.0;583.0;25507.0;72717.0;-64.9229203625;OUI;120.0;80.0;9.0;66.8356807512;23.0985915493;5.10798122066;4.95774647887;87.0;43.5413642961;42.4225352113;48.777656,2.292628
362414.0;92;CINE SEL;ILE-DE-FRANCE;47 GRANDE RUE;92072;Sèvres;02-Grande Couronne;1;380;De 5 à 10 000 entrées;ETABLISSEMENT PUBLIC DE COOPERATION CULTURELLE SEVRES ESPACE LOI;SARL GPCI;C;;FIXE;NON;23332.0;Paris;10706072.0;26.0;211.0;9490.0;23966.0;-60.4022365017;OUI;82.0;63.0;0.0;75.1612903226;19.3548387097;5.48387096774;0.0;45.0;53.3333333333;50.6451612903;48.82472689999999,2.21509930000002
368403.0;93;SALLE PAUL ELUARD;ILE-DE-FRANCE;PLACE MARCEL POINTET;93072;Stains;02-Grande Couronne;1;699;De 5 à 10 000 entrées;COMITE GESTION CENTRE LOISIRS CULTURE PAUL ELUARD;;NON;;FIXE;NON;39551.0;Paris;10706072.0;16.0;76.0;5833.0;13816.0;-57.7808338159;NON;44.0;20.0;0.0;68.6881448726;21.5940197936;6.31711939356;3.4007159402;11.0;31.8003365115;25.1035305678;48.951678,2.381372
370073.0;94;ESPACE JEAN-MARIE POIRIER;ILE-DE-FRANCE;ESPLANADE DU 18 JUIN 1940;94071;Sucy-en-Brie;02-Grande Couronne;1;205;De 5 à 10 000 entrées;VILLE DE SUCY EN BRIE;SARL GPCI;NON;;FIXE;NON;26264.0;Paris;10706072.0;25.0;202.0;9424.0;29774.0;-68.3482232821;NON;81.0;60.0;0.0;55.0721034311;36.6981601193;6.43958229736;1.79015415216;35.0;31.5226337449;29.1695673794;48.772452,2.512597
370411.0;92;LE CAPITOLE;ILE-DE-FRANCE;3 RUE LEDRU ROLLIN;92073;Suresnes;02-Grande Couronne;4;644;De 40 à 50 000 entrées;ESPACE CINEMA;;C;JP;FIXE;NON;48565.0;Paris;10706072.0;31.0;3771.0;46842.0;138442.0;-66.164892157;OUI;144.0;91.0;72.0;65.3453689168;22.9984301413;2.35478806907;9.30141287284;77.0;36.6197183099;47.0565149137;48.871363,2.229109
374021.0;78;LE CRATERE;ILE-DE-FRANCE;RUE JEAN MOULIN;78537;Saint-Arnoult-en-Yvelines;03-Petite couronne;1;439;De 10 à 20 000 entrées;COMMUNE DE SAINT ARNOULT EN YVELINES;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;NON;;FIXE;NON;6086.0;Saint-Arnoult-en-Yvelines;6086.0;30.0;513.0;12113.0;46341.0;-73.8611596642;NON;71.0;55.0;1.0;41.7861524821;48.5128829741;7.2488558916;2.45210865224;23.0;17.7492336885;11.8673819397;48.571134,1.933453
379671.0;92;LES TROIS PIERROTS;ILE-DE-FRANCE;6-8 RUE DU MONT VALERIEN;92064;Saint-Cloud;02-Grande Couronne;2;466;De 10 à 20 000 entrées;COMMUNE DE SAINT CLOUD;SARL GPCI;C;;FIXE;NON;29362.0;Paris;10706072.0;26.0;672.0;15346.0;36399.0;-57.8395010852;OUI;119.0;84.0;32.0;56.2162162162;27.0686070686;6.61122661123;10.103950104;73.0;25.7281553398;13.1392931393;48.852362,2.216385
381152.0;78;LES YEUX D ELSA;ILE-DE-FRANCE;11 BIS AVE JEAN JAURES;78545;Saint-Cyr-l'École;03-Petite couronne;1;168;De 5 à 10 000 entrées;CENTRE D'ACTION CULTURELLE;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;C;JPPR;FIXE;NON;18221.0;Paris;10706072.0;27.0;430.0;7170.0;20071.0;-64.2768172986;OUI;98.0;74.0;0.0;42.4185798185;18.3395621997;34.8371596369;4.4046983449;53.0;52.1452145215;68.3662573412;48.799763,2.067533
381912.0;93;ECRAN;ILE-DE-FRANCE;14 PASSAGE DE L ACQUEDUC;93066;Saint-Denis;02-Grande Couronne;2;398;De 30 à 40 000 entrées;CINEMA L'ECRAN;;C;RDJPPR;FIXE;NON;111103.0;Paris;10706072.0;30.0;1335.0;30585.0;74950.0;-59.1927951968;OUI;212.0;111.0;43.0;51.0403240655;42.3678880501;3.75621432517;2.8355735592;160.0;22.7040816327;12.5023016019;48.93659,2.358747
381941.0;93;GAUMONT;ILE-DE-FRANCE;8 RUE DU MONDIAL 1998;93066;Saint-Denis;02-Grande Couronne;9;1513;De 50 à 80 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;111103.0;Paris;10706072.0;31.0;7256.0;71664.0;258993.0;-72.329754086;NON;155.0;69.0;62.0;63.3135257499;20.2744765139;11.0922467459;5.31975099038;21.0;61.801242236;53.8624787776;48.925395,2.363117
384792.0;77;ESPACE CULTUREL LES 26 COULEURS;ILE-DE-FRANCE;IMPASSE PASTEUR;77407;Saint-Fargeau-Ponthierry;03-Petite couronne;1;222;De 2 à 5 000 entrées;COMMUNE DE SAINT FARGEAU PONTHIERRY;;C;;FIXE;NON;14172.0;Paris;10706072.0;26.0;284.0;3543.0;8953.0;-60.4266726237;OUI;90.0;64.0;0.0;58.5526315789;16.3157894737;25.1315789474;0.0;42.0;25.4901960784;47.8947368421;48.535934,2.547053
386864.0;91;LES 4 PERRAY;ILE-DE-FRANCE;44/46 AV GABRIEL PERI;91549;Sainte-Geneviève-des-Bois;03-Petite couronne;3;449;Moins de 2000 entrées;CINAEA;;NON;;FIXE;NON;35857.0;Paris;10706072.0;1.0;60.0;891.0;63249.0;-98.5912820756;NON;5.0;0.0;0.0;46.6192314282;44.3395180553;7.1364502182;1.90480029832;0.0;17.1741935484;14.3918244762;48.647712,2.326708
388971.0;78;C 2 L;ILE-DE-FRANCE;25/27/29 RUE DU VIEUX MARCHE;78551;Saint-Germain-en-Laye;03-Petite couronne;5;742;De 40 à 50 000 entrées;SOCIETE ETABLISSEMENTS JOUSSEAUME;UGC DIFFUSION;C;;FIXE;NON;39980.0;Paris;10706072.0;31.0;3621.0;47975.0;188613.0;-74.5643195326;OUI;131.0;67.0;55.0;50.4185692542;34.1704718417;10.5403348554;4.87062404871;63.0;50.0;56.8112633181;48.896605,2.090977
390452.0;95;LES TOILES OLYMPIC;ILE-DE-FRANCE;PLACE FRANCOIS TRUFFAUT;95555;Saint-Gratien;03-Petite couronne;3;371;De 20 à 30 000 entrées;ASSOCIATION OFFICE CULTUREL DE SAINT GRATIEN;;C;RDJPPR;FIXE;NON;20827.0;Paris;10706072.0;27.0;1845.0;25199.0;68288.0;-63.0989339269;OUI;120.0;65.0;41.0;50.054223061;36.7097164909;9.44537554751;3.79068490064;104.0;18.4639348191;18.0569835077;48.971269,2.274468
404603.0;94;LE LIDO;ILE-DE-FRANCE;70 AV DE LA REPUBLIQUE;94068;Saint-Maur-des-Fossés;02-Grande Couronne;1;425;De 20 à 30 000 entrées;ATELIER THEATRE DE LA CITE;;C;RDJPPR;FIXE;NON;75168.0;Paris;10706072.0;31.0;834.0;23639.0;50081.0;-52.7984664843;OUI;139.0;90.0;35.0;45.2967393854;12.0337790289;41.2151067323;1.45437485339;96.0;76.7441860465;78.4658691063;48.798427,2.485821
404612.0;94;LES 4 DELTA 4;ILE-DE-FRANCE;81 BIS AVENUE DU BAC;94068;Saint-Maur-des-Fossés;02-Grande Couronne;4;886;De 30 à 40 000 entrées;PARAFRANCE COMMUNICATION;;NON;;FIXE;NON;75168.0;Paris;10706072.0;25.0;2592.0;33881.0;121726.0;-72.1661764948;NON;89.0;64.0;38.0;50.8639787328;38.2144439521;8.10810810811;2.81346920691;42.0;25.0;23.6375719982;48.793451,2.514771
406812.0;91;CINES CARNE;ILE-DE-FRANCE;PLACE MARCEL CARNE;91570;Saint-Michel-sur-Orge;03-Petite couronne;3;496;De 20 à 30 000 entrées;ESPACE MARCEL CARNE;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;C;RDJPPR;FIXE;NON;20160.0;Paris;10706072.0;29.0;1416.0;25333.0;69881.0;-63.7483722328;OUI;171.0;81.0;20.0;62.3919594005;25.7275394497;8.25073348664;3.62976766315;126.0;42.5736235595;40.924589644;48.637713,2.320768
408323.0;95;UTOPIA;ILE-DE-FRANCE;1 PLACE MENDES-FRANCE;95572;Saint-Ouen-l'Aumône;03-Petite couronne;5;513;De 50 à 80 000 entrées;ASSOCIATION CINEMAS DES DEUX RIVES;;C;RDJPPR;FIXE;NON;24498.0;Paris;10706072.0;27.0;3813.0;59829.0;152959.0;-60.8855967939;OUI;219.0;124.0;75.0;63.9896373057;36.0103626943;0.0;0.0;160.0;21.4285714286;18.9119170984;49.044334,2.106823
408441.0;93;ESPACE 1789;ILE-DE-FRANCE;7/9 RUE DES ROSIERS;93070;Saint-Ouen;02-Grande Couronne;2;668;De 20 à 30 000 entrées;CENTRE AUDONIEN ET FRANCILIEN D'ART ET DE CULTURE;;C;RDJPPR;FIXE;NON;48431.0;Paris;10706072.0;28.0;1452.0;27621.0;61463.0;-55.0607682671;OUI;151.0;103.0;23.0;70.5834018077;5.8887975897;6.95699808272;16.5708025199;109.0;60.9756097561;64.4207066557;48.904144,2.339193
422871.0;95;STUDIO CINE;ILE-DE-FRANCE;207 RUE DE PARIS;95607;Taverny;03-Petite couronne;2;329;De 5 à 10 000 entrées;STUDIO 207;;NON;;FIXE;NON;26077.0;Paris;10706072.0;30.0;1620.0;9939.0;14527.0;-31.5825703862;NON;125.0;100.0;10.0;67.9571090377;22.907673026;6.25261105696;2.88260687926;48.0;34.4432882414;38.0587661886;49.026312,2.224754
425503.0;94;PATHE BELLE EPINE;ILE-DE-FRANCE;CENTRE COMMERCIAL BELLE EPINE;94073;Thiais;02-Grande Couronne;16;3679;De 300 à 450 000 entrées;LES CINEMAS PATHE GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;28942.0;Paris;10706072.0;31.0;15254.0;428429.0;1440885.0;-70.2662599722;NON;202.0;121.0;116.0;64.2968924659;27.4312541918;6.12564274536;2.14621059691;44.0;36.717428088;42.0076011625;48.756508,2.371928
429132.0;77;MEGA CGR;ILE-DE-FRANCE;PROMENADE DU 7ÈME ART;77468;Torcy;03-Petite couronne;16;2891;De 200 à 300 000 entrées;MAUBIM;SARL LES FILMS DE LA ROCHELLE;NON;;FIXE;OUI;23558.0;Paris;10706072.0;31.0;16450.0;231974.0;893673.0;-74.0426308057;NON;208.0;136.0;133.0;53.8015089959;19.384793964;11.3174695299;15.4962275102;59.0;71.6400911162;82.8980460437;48.840592,2.654959
432832.0;78;CINEMA LE GRENIER A SEL;ILE-DE-FRANCE;PLACE DU 8 MAI 1945;78621;Trappes;03-Petite couronne;1;218;De 5 à 10 000 entrées;COMMUNE DE TRAPPES;SNC SAGEC - CINE 32 VEO;C;JP;FIXE;NON;32346.0;Paris;10706072.0;30.0;519.0;9267.0;21390.0;-56.6760168303;OUI;116.0;85.0;1.0;64.5104767467;9.35241293714;9.33416076513;16.802949551;62.0;73.2721121315;71.6689786085;48.780183,1.992423
433972.0;93;JACQUES TATI;ILE-DE-FRANCE;29 BIS AV CHARLES DE GAULLE;93073;Tremblay-en-France;02-Grande Couronne;3;524;De 20 à 30 000 entrées;ASSOCIATION TREMBLAYSIENNE POUR LE CINEMA;;C;RDJPPR;FIXE;NON;35381.0;Paris;10706072.0;21.0;1348.0;28336.0;55119.0;-48.5912298844;OUI;117.0;63.0;17.0;56.989886972;17.9333729923;16.0844735277;8.99226650803;84.0;76.5438596491;77.8500892326;48.99649,2.550261
433975.0;93;PATHE;ILE-DE-FRANCE;RUE DES BUISSONS;93073;Tremblay-en-France;02-Grande Couronne;12;2380;De 200 à 300 000 entrées;PATHE AEROVILLE;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;35381.0;Paris;10706072.0;29.0;9362.0;222687.0;770211.0;-71.0875331565;NON;162.0;77.0;72.0;32.6374427626;57.6206725581;7.05865196722;2.68323271211;24.0;13.2210109019;8.59509435063;48.991044,2.524032
437561.0;91;STUDIO DES CHAMPS LASNIERS;ILE-DE-FRANCE;AVENUE DU BERRY;91692;Les Ulis;03-Petite couronne;1;210;De 5 à 10 000 entrées;COMMUNE DES ULIS;;NON;;FIXE;NON;24764.0;Paris;10706072.0;24.0;362.0;6776.0;;;NON;102.0;70.0;3.0;44.4384351902;43.2666306111;5.87705065801;6.41788354065;60.0;23.1075697211;10.6904633135;48.682507,2.169714
437562.0;91;UGC LES ULIS;ILE-DE-FRANCE;CENTRE COMMERCIAL LES ULIS 2;91692;Les Ulis;03-Petite couronne;4;600;De 20 à 30 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;24764.0;Paris;10706072.0;31.0;2931.0;21518.0;91446.0;-76.4691730639;NON;54.0;49.0;44.0;52.1240566906;23.5339591386;15.0598196208;9.28216454997;10.0;72.5169779287;73.8229339223;48.675884,2.175597
439271.0;77;LES VARIETES;ILE-DE-FRANCE;72 RUE DE CHELLES;77479;Vaires-sur-Marne;03-Petite couronne;1;311;De 2 à 5 000 entrées;ASSOCIATION VAIROISE D'ANIMATION CULTURELLE;;NON;;FIXE;NON;13579.0;Paris;10706072.0;24.0;179.0;3663.0;8934.0;-58.9993284083;NON;55.0;44.0;0.0;100.0;0.0;0.0;0.0;20.0;0.0;0.0;48.874168,2.632366
442002.0;92;LE VANVES;ILE-DE-FRANCE;12 RUE SADI CARNOT;92075;Vanves;02-Grande Couronne;1;192;De 5 à 10 000 entrées;VILLE DE VANVES;;C;;FIXE;NON;27806.0;Paris;10706072.0;24.0;280.0;7824.0;23011.0;-65.9988701056;OUI;94.0;71.0;1.0;49.4746208751;41.7236221814;7.47268975179;1.32906719173;67.0;27.6630883567;23.5918892823;48.821779,2.287439
442370.0;77;CINEMA CONFLUENCES VARENNES;ILE-DE-FRANCE;PETIT FOSSARD;77482;Varennes-sur-Seine;03-Petite couronne;9;1603;De 80 à 100 000 entrées;CINE MONTEREAU POINT COM;Montereau Point Com (Aubry);NON;;FIXE;OUI;3429.0;Montereau-Fault-Yonne;27606.0;31.0;7941.0;87938.0;322478.0;-72.7305428587;NON;182.0;121.0;111.0;59.670781893;28.3950617284;4.93827160494;6.99588477366;67.0;21.6216216216;14.4032921811;48.367677,2.957289
443601.0;92;LE NORMANDY;ILE-DE-FRANCE;72 BOULEVARD DE LA REPUBLIQUE;92076;Vaucresson;02-Grande Couronne;2;295;De 10 à 20 000 entrées;LES VRAIS INSTANTS DE L  IMAGE;UGC DIFFUSION;C;;FIXE;NON;8688.0;Paris;10706072.0;31.0;1279.0;13791.0;50828.0;-72.8673172267;OUI;53.0;42.0;20.0;46.5753424658;53.4246575342;0.0;0.0;29.0;0.0;0.0;48.837881,2.157499
